id,company_name,domain_name,specialties,short_description,about_us,horizontal,technology_segment1,technology_segment2,technology_segment3,technology_segment4,business_model
93119,Lipperhey,lipperhey.com,"Internet,Software,SEO","Lipperhey is an objective online service that analyzes the quality, searchability and popularity of websites.","Lipperhey is an objective online service that analyzes the quality, searchability and popularity of Web sites.  The service is based on privately developed software that assesses Web sites according to the SEO principles developed by the leading search engines.  The service helps Web site owners understand how to better optimize their Web sites to attract more customers and increase sales.  Lipperhey is based in Amsterdam and can be found at www.lipperhey.com",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
40729,MindMe Inc,mindmemobile.com,Mobile,We believe marketing should be painless.,"We believe marketing should be painless. In mins your business can send bulk sms/mms coupons, surveys, & messages to your customer's phone! No training required. We will not stop until we've created a fully loaded text message marketing service that meets the demands of today's businesses.  Simple. Without compromising.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
31480,Analyze Corp,analyzecorp.com,"Analytics,Enterprise Software,Big Data",Analyze Corp. is a global leader and pioneer in big data analytics and cybersecurity.,Big data is changing the way organizations improve ROI. Analyze enables companies to leverage the power of data science while maintaining security and customer privacy. Learn more about our data science and cybersecurity solutions.,Enterprise Apps,SalesForce Automation,Lead Generation,0,0,SalesForce Automation-Lead Generation-0-0
36647,Geenapp,geenapp.com,"Advertising,Mobile Advertising,Social Media Advertising,Mobile",Geenapp is an online resource for application promotion.,"Geenapp is a platform that brings together all Apps campaigns to offer an intelligent system of promotion. Geenapp simplifies and optimizes app promotion through gathering actors and automating processes, making it more accessible, transparent and high-quality.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
67497,Peazie,peazie.com,"Digital Marketing,Social Media Marketing,Software,Social Media",Peazie is a social media campaign super tools for agencies and publishers,Social Media Campaign Super Tools for Agencies and Publishers,Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
102060,SIM Partners,simpartners.com,"Search Engine,SaaS,Mobile,Local,Social Media Marketing",SIM Partners is a marketing businesses that focuses on improving communication with local markets.,"SIM Partners Velocity technology empowers multi-location brands to maximize digital marketing results at a local level by optimizing location-specific content and business information to dominate local, mobile and social search results for hundreds or thousands of local entities. SIM provides a full suite of digital marketing technology, anchored by its SaaS based local marketing solutions: Velocity and Velocity Social. A social CRM tool and extension of the Velocity platform, Velocity Social enables large brands to effectively manage social communities for multiple locations on Facebook, Twitter and LinkedIn and empowers locations to build their businesses with social media while ensuring each post complies with brand standards. SIM Partners has offices in Chicago and San Francisco and authorized resellers in Australia and Germany.   For more information, visit  http://www.simpartners.com http://www.simpartners.com/velocity",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
248531,heatmap.me,heatmap.me,Analytics,"Realtime SaaS website analytics, with intuitive heat maps inspired by augmented reality principles.","HeatMap, Inc. provides realtime SaaS website analytics, with intuitive heatmaps inspired by augmented reality principles.   In realtime, editors and marketers know what is happening right on their website so they can act quickly to optimize the performances of their content and build their audience, improving their user retention or sales.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
47969,UXpro,uxpro.be,"Analytics,Big Data",User Experience analytics for apps (SaaS),UXprobe easily supports apps on all platforms with a simple REST based web service. SDKs for all the major platforms allow a developer to integrate UXprobe in half a day.,Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
38546,InstallTracker,installtracker.com,"Ad Network,Mobile,Analytics",Easy and Reliable Mobile Analytics,"WHAT IS INSTALLTRACKER?  It is designed for tracking mobile apps (iOS/Android) statistics.  BASIC IDEA Let‰Ûªs assume that you are an app owner, for example a game developer. You might want to know in detail what your users do within your game: how many users manage to get through the first or second level; how many gamers use in-app payments and when they use it (particular game level/ time of the day/week).  Moreover, app owner may require installation data: total installations number, the source of installation, whether it was commercial traffic or organic one (AppStore or Google play). Also, you would probably like to know the most effective traffic source (advertising networks, CPI/CPA services) in terms of the maximum download number, the most loyal customers attracted and the highest income, based on the comparison of the traffic source, installation, and in-app purchases.  Surely you acquire your traffic via CPI/CPA model and would like to have a sustainable integration in media sources that will send postbacks to CPI/CPA right after the first app‰Ûªs initialization.  InstallTracker can do all of the above and even more.  We offer a reliable product at a fair price and with a simple integration of our SDK into your mobile applications.",Enterprise Apps,Marketing,Conversion Rate Optimization,App Usage Analytics,0,Marketing-Conversion Rate Optimization-App Usage Analytics-0
37016,GETTER,getter.io,"Content Discovery,Analytics,Machine Learning,Big Data,Ediscovery",Getter gathers and analyzes marketing emails and provides users with insight.,"GETTER:tm: is the only digital marketing research platform which employs the use of Patent-Pending Personalytics:tm:. Their service enables clients to closely monitor the effectiveness of their own cross-platform actions through the aggregation of various media, such as email, websites, social and even SMS and to compare the results of their actions to those of the competition in real-time. Using the patented persona-driven behavior intelligence, ‰ÛÏPersonalytics:tm:‰Ûù, the system emulates individuals using, accessing or interacting with various media. GETTER:tm: then uses that information to generate actionable data, recommendations and analysis of a business, allowing companies to make data driven business decisions and dramatically boost key business metrics for its clients.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
37008,Stealz,getstealz.com,"Social Media Marketing,Photo Sharing,Mobile Apps,Customer Service,Loyalty Programs,Mobile",Stealz is a social media engagement tool that helps businesses turn their customers into brand ambassadors.,"*Stealz is a social media engagement tool that helps businesses turn their customers into brand ambassadors.*  Our mobile app drives C2C marketing by enabling & encouraging users to share photos of their favorite experiences on social media during their visit. It also serves as a platform for guests to leave candid feedback about their experience. All feedback is actionable & allows businesses to directly contact guests about their visit. Businesses also enjoy access to a host of detailed customer data & app activity metrics on a robust analytics Dashboard.  What's in it for our app users? Stealz rewards customers with exclusive rewards / VIP perks for completing a variety of inherently social activities: checking-in to a venue, sharing photos on social media, following a business on Twitter and/or leaving feedback about their visit.  Stealz currently works with over 1000 venues in 20+ markets across the east coast/midwest. The Stealz app is FREE to download on iPhone & Android.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Social Media,Marketing-Content Marketing-Content Distribution-Social Media
35808,ExpertFile,expertfile.com,"Events,Software,SaaS,B2B,Advertising,Lead Generation",Expertfile provides content marketing software that enables organizations to manage their experts and thought leaders.,"Expertfile is the leading provider of content marketing software used by organizations to manage their experts and thought leaders. Marketing departments and agencies use our platform to publish, promote and measure their expert content to engage business prospects, media and conference organizers. We help organizations deliver increased market visibility, create better first impressions, and generate new business. Our clients include market leaders such as Deloitte, KPMG, The Conference Board, Constant Contact, Dentons Law, Cleveland Clinic, Canadian Corporate Counsel Association, and Kelly Services.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
37630,Handstack,handstack.com,"SMS,Brand Marketing,Mobile",HandStack is a company that helps build powerful movements by making it easier and faster to engage community and accomplish goals.,"HandStack helps campaigns win votes with viral grassroots support. With their web & mobile app, you can recruit volunteers through social media, coordinate your volunteers with group task lists, and empower your supporters to make their own local groups. They currently have 100 organizations from US, UK, Peru, and Hungary on their beta wait list.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
49650,3Funnel,3funnel.com,"Data Visualization,Business Intelligence,Enterprise Software,E-Commerce",3Funnel is a visual analytics tool for digital marketing agencies. 3Funnel combine web analytics with data visualisation.,"3Funnel is a decision making tool for digital marketers. It is designed to save time, generate leads and aid collaborative decision making. 3Funnel is a SaaS based digital marketing tool. 3funnel bridges the gap between the mountain of data, the digital marketer and the decision maker.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
212767,ConvertFlow,convertflow.com,"Lead Generation,Marketing Automation,Enterprise Software",Acquiring customers from your website has never been easier,"ConvertFlow generates more leads and acquires more customers for you automatically, with personalized calls-to-action and powerful on-site retargeting",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
248466,Heardable,heardable.com,"SEO,Analytics,Enterprise Software,Social Media,Software,Brand Marketing",Digital Brand Monitoring Reports,"Heardable.com helps users automatically gather detailed data on their whole digital marketing footprint quickly and easily.  It is presented as an easy-to-understand, professional report that can be printed, saved, or turned into a PowerPoint Presentation.  We look at six key metrics: Sociable (use of social media networks), Actionable (are there calls-to-action or activity on the main website?), Portable (is the brand using mobile well?), Shareable (can content on the site be shared easily?), Measurable (which analytics software is used?), Searchable (can search engines find it easily and rank it highly?).  Heardable also offers the ability to license its API, create white-label reports, or commission industry analysis reports.  It runs on a 'freeware' model, with the ability to subscribe monthly for additional features.",Enterprise Apps,Marketing,Social Media Monitoring,0,0,Marketing-Social Media Monitoring-0-0
155174,SmartrMail,smartrmail.com,"Marketing,Advertising,E-Commerce,Email Marketing",SmartrMail is an e-mail marketing platform designed for e-commerce sales.,"SmartrMail is an email marketing app designed to get more sales and make email easier for e-commerce stores. They offer automated product recommendation e-mails, quicker e-mail newsletters, and advanced abandoned cart recovery.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
90850,Ingboo,ingboo.com,"Search Engine,Publishing,Content Syndication,Apps,Social Media","IngBoo connects and shares web publishers with consumers via Facebook, Twitter, and email via searches, tags, and feeds.","IngBoo is Social Syndication Solution that allows web publishers to connect and share via Search, Tags and Feeds.  With IngBoo, web publishers turn social sharing events into ongoing relationships for updates and sharing based on user-expressed interests.  For example, a web site may allow users to search for deals. If the user wants to know when the search result changes, the user can connect and receive updates. The updates are delivered to popular destinations like Facebook, Twitter and your email inbox.  Similarily, web publishers publish articles that are defined by tags (keywords) and/or categories. Users who 'Like' the article will receive updates into their Facebook news feed any time the publisher posts a new article in the same category or, defined by the same tags.  Syndicate dynamic content via on-site search, tags and feeds. Social Syndication with user intent significantly increases reach and revisits to your web site!",Enterprise Apps,Marketing,Content Marketing,Content Distribution,0,Marketing-Content Marketing-Content Distribution-0
108019,Yext,yext.com,"Mobile,Cloud Data Services,Software,Internet,Local,SaaS","Yext helps businesses facilitate face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales.","Yext puts business on the map. Yext is defining a new category called digital knowledge management, which helps businesses manage all of the public facts that they want consumers to know across the digital ecosystem. The Yext Knowledge Engine‰ã¢ lets companies manage their digital knowledge in the cloud and sync it to over 100 services in the PowerListings Networkå¨. Yext Listings, Pages, and Reviews help businesses around the globe facilitate face-to-face and digital interactions that boost brand awareness, drive foot traffic, and increase sales.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
213152,CoreMedia,coremedia.com,Software,CoreMedia is a leading content management and digital experience management company.,"CoreMedia is a leading content management and digital experience management company that has been powering the online strategies of global enterprises for more than two decades. We help clients reach their target groups at every touchpoint. We seamlessly blend branded content with transactional processes and contextual data in real time, to accelerate time-to-market and boost the productivity of business users. By merging compelling multimedia content with other digital content, CoreMedia transforms cloud or on-premises e-commerce systems, digital marketing and corporate communications into mobile digital experiences - at every point of the customer journey. The result: greater customer activation, stronger loyalty and higher sales.  Established in 1996, CoreMedia is headquartered in Hamburg, Germany, with offices in SanåÊFrancisco, Washington D.C., London and Singapore. CoreMedia‰Ûªs clients include a wide range of leading brands, such as the Australian Broadcasting Corporation (ABC), BILD, Boots, Calvin Klein, CLAAS, Continental, Deutsche Bahn, Deutsche Telekom, dm-drogerie markt, DMG Mori Seiki, Deutsche BÌ_rse Group, Henkel, Homebase, Office Depot, TelefÌ_nica Germany and Tommy Hilfiger.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
122550,Rivet.ly,customer-rivet.com,"SaaS,B2B,Software,Analytics",We are a start-up with expertise in Customer Storytelling. Our flagship product is Rivetly. Rivet.,"We are a start-up with expertise in Customer Storytelling. Our flagship product is Rivetly.  Rivet.ly is a content marketing platform for managing customer success & social proof content (like logos, testimonials, success stories, case-studies, videos, tweets, facebook mentions, reviews, and more. )  It helps you to get better customer engagement and more returns from your customer success content by helping organize it better and showcasing the right content to the right audience by pushing it automatically into marketing.  Visit us at www.customer-rivet.com or contact anupam@customer-rivet.com to know more",Enterprise Apps,Marketing,Content Marketing,Content Creation,UGC,Marketing-Content Marketing-Content Creation-UGC
66143,Nifty Window,niftywindow.com,"Software,Internet",Nifty Window is a distributed content marketing platform that helps brick & mortar businesses drive in-store.,"Nifty Window is a distributed content marketing platform that helps brick & mortar businesses drive in-store sales across search, social media and mobile channels. It provides a suite of simple-to-use, rich content generation and distribution tools, via a single software-as-a-service (SaaS) platform, to assist business owners bridge the online-offline consumer experiences and to seamlessly integrate the physical and digital worlds.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
36466,Frizbit,frizbit.com,"Marketing,Web Browsers,Machine Learning,Marketing Automation",Frizbit is a marketing automation tool using browser push notifications.,"Frizbit is a marketing automation tool using browser push notifications. By using Frizbit, websites can send the right message, to the right customer at the right time in an automated way triggered by various scenarios. Visitors don't have to download an app and notifications can be delivered even if they are NOT on the website. Frizbit customers reach the highest CTRs (around 10%) within online marketing channels and they increase their traffic and revenues. The main customers enjoying the marketing automation with Frizbit are e-commerce and news media companies. Frizbit is now building machine learning algorithms to optimise the communication",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
78955,Amadesa,amadesa.com,"Analytics,Test and Measurement,Personalization",Amadesa delivers a SaaS-based solution focuses on providing a dynamic website of personalized and automated content delivery.,"Amadesa provides a Software-as-a-Service (SaaS) solution, the Amadesa Customer Experience Suite, which focuses on delivering a dynamic Ì¢‰âÂÅÒweb site of oneÌ¢‰âÂåù through personalization and automated content delivery.  The Amadesa Customer Experience Suite offers end-to-end testing and personalization products to help online businesses maximize revenues, enhance customer engagement, increase conversions and improve marketing ROI.  Companies use AmadesaÌ¢‰âÂ‰ã¢s applications to test, automate, refine and optimize a wide range of content delivery and personalization processes throughout the user experience, including customized shopping carts, forms, home pages, landing pages, product pages, category pages and other online pages, advertisements and online content.   Amadesa is a U.S. based company with a global outlook and development team, and as a thought-leader in interactive marketing, Amadesa applies innovative approaches to optimize customer interactions.  Amadesa offers its clients an ongoing commitment to innovation and excellence via a professional services team of optimization managers. To its agency, consulting and technology business partners, Amadesa offers the same commitment to the highest levels of support and training.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
97350,Optimove,optimove.com,"CRM,Predictive Analytics,Marketing Automation,Machine Learning",Optimove‰Ûªs Customer Marketing Cloud is used by over 200 customer-centric brands to drive their entire CRM marketing operation.,"Optimove‰Ûªs Customer Marketing Cloud is used by over 200 customer-centric brands to drive their entire CRM marketing operation. Optimove combines the art of marketing with the science of big data and machine learning to enable marketers to orchestrate highly-effective personalized customer marketing via channels including email, mobile, Facebook and Google's DoubleClick. Optimove‰Ûªs unique predictive customer modeling, realtime hyper-targeting and multi-channel campaign automation technologies help brands maximize customer spend, engagement, retention and lifetime value. The company has offices in New York, London and Tel Aviv.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
39758,Lifecycle,lifecycle.io,"Customer Service,Collaboration,Artificial Intelligence,Enterprise Software,Marketing Automation,Messaging,Cloud Computing",The smartest messaging platform for B2C businesses.,"Lifecycle is an event-based, outbound communication platform for growth teams looking to acquire, convert & retain their first million customers. We allow digital businesses to test, measure & send optimized messages to their customers with the right content, to the right users, on the right devices, at the right time - all based on how the user is interacting with their web or mobile app.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
50531,Altocloud,altocloud.com,"CRM,Communications Infrastructure,SaaS,Customer Service,Marketing Automation,Software",Altocloud is a digital customer engagement platform.,"Altocloud is a Digital Customer Engagement platform that combines  predictive analytics with voice, video, and messaging interactions to  deliver a seamless customer experience and better outcomes for business.  We help convert shoppers into buyers for eCommerce, connect web and mobile  visitors with Inside Sales people in real-time, and streamline Customer  Support experiences. Altocloud helps businesses efficiently grow revenue,  saving time and money while making customers happy.  Altocloud is based in Mountain View, California and is led by CEO Barry  O'Sullivan, formerly a senior executive at Cisco where he led the  multi-billion dollar Unified Communications business, including VoIP,  Contact Center and WebEx.  Altocloud was founded in 2013 by Dan Arra, Joe Smyth and Barry O'Sullivan.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
98782,Pontis,pontis.com,"Telecommunications,Mobile,Information Technology,Real Time",Pontis provides Digital Customer Engagement solutions for revolutionizing how businesses engage with their customers.,"Pontis operates through its primary product, the Marketing Delivery Platform (MDP) for Communication Service Providers (CSPs).  This marketing software system supports real time, automatic execution and fulfillment of personal and contextual marketing activities across platforms and customer touch points.   By constantly tracking customers behaviour, preferences and response to offers; automating dynamic execution of marketing activities in response to these parameters; and allowing event-based, contextual dialogue with customers; the Pontis MDP has been proven to deliver Mobile, TV and fix line service providers double digit improvements in ARPU, service adoption and customer retention, while improving customer experience.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
83701,Conductor,conductor.com,"SEO,SaaS,Content Marketing,Digital Media,Search Engine","Conductor is a content intelligence platform that enables marketers to create great content, drive qualified traffic, and increase ROI.","Conductor is the world's leading organic marketing company. Our content intelligence platform, Conductor Searchlight, generates customer intent insights that lead to compelling content, increased traffic, and higher organic marketing ROI.   Conductor's technology enables marketers to understand their prospective customers' intent by revealing the trends and topics they are searching for at every phase of purchase process. Customizable dashboards and workflows guide marketers through the content creation process, empowering them to continuously measure, refine, and demonstrate the effectiveness of their SEO and content marketing efforts. Conductor's forward-thinking customers include global brands like Citibank and FedEx, emerging leaders like Birchbox and JustFab, and leading agencies like iProspect and Acronym.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,0,Marketing-Content Marketing-Content Distribution-0
69031,Quizrr,quizrr.com,"Software,SaaS",Quizrr provides a SaaS-based platform that offers a gamification system for small- to medium-sized companies.,"Quizrr LLC provides software as a service platform for small to medium sized companies for technology and marketing tools. The company also offers marketing platform for companies to create and distribute interactive content, via quizzes, polls, surveys, and tests. Quizrr LLC was incorporated in 2011 and is based in St. Louis, Missouri.",Enterprise Apps,Marketing,Content Marketing,Content Creation,0,Marketing-Content Marketing-Content Creation-0
227257,Email Insights,emailinsights.com,E-Commerce,Email Insights is an email service that helps marketers.,"Email Insights is an Email service company. It provides a research tool specifically built for email marketers. That enables marketers to track competitors, learn marketing tactics, gain inspiration, and see practices. It provides Email previews, subject line analysis, and send frequency. The company helps marketers to keep up with email marketing changes and trends. It allows them to create communication plans using data and not assumptions.  Email Insights was founded by Chuck Blake in 2012 and is headquartered in New York.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Email,Marketing-Content Marketing-Content Distribution-Email
112083,AdBasis,adbasis.com,"Marketing,Advertising Platforms,Advertising",We Believe in the Science and Creativity of Advertising.,"AdBasis began with a simple idea, to bring a scientific process and approach to digital advertising creative; our core focus and fundamentals have not changed. There are two reasons why we are the world‰Ûªs #1 ad testing platform: The AdBasis team and our dedication to our customers.",Enterprise Apps,Marketing,Conversion Rate Optimization,A/B Testing,0,Marketing-Conversion Rate Optimization-A/B Testing-0
140848,Market Brew,marketbrew.com,"Predictive Analytics,Analytics,Big Data,Marketing Automation",Predictive Analytics for Marketers,"Artificial Intelligence for SEO - We are the #1 artificial intelligence solution for SEO teams. Founded in 2006.  Some of the largest digital marketing teams in the world use this technology to build models of search engines which, like a Google sandbox of sorts, allows them to make changes to their web sites, and predict how their Google rankings will react 60 days from now.",Enterprise Apps,Marketing,Search Engine Optimization,0,0,Marketing-Search Engine Optimization-0-0
319359,SITO Mobile,sitomobile.com,"Wireless,Mobile,Messaging",Geofencing and beacon technology.,"SITO (NASDAQ: SITO) is transforming the way brands connect with consumers in the real world. In an increasingly mobile-first culture, we reach 98% of US mobile users and deliver proven location-based advertising solutions to Fortune 500 brands and agencies. Through innovation, we use big data to build cutting edge in-house proprietary technology to equip our clients with the best resources for successful campaigns. Using in-store targeting, proximity targeting, geo-conquesting and attribution data, we build audience profiles to develop measurable hyper-targeted campaigns for brands. Our real-time location-based marketing technologies gives us the unique advantage of understanding and shaping the future of retail and consumer behavior.  SITO is one of the fastest growing publicly traded companies in the ever-evolving advertising and marketing technology space. SITO's company culture prioritizes agility and collaboration. SITO offers competitive salaries, medical, vision & dental benefits, birthday parties, free beverages/snacks, Friday lunches, quarterly team building activities, sales contests and fun happy hours. SITO is an entrepreneurial, close-knit, friendly & inclusive team.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
96504,Noosh,noosh.com,"Marketing,Software,Information Services",Marketing and procurement software,"Noosh is the provider of marketing and procurement software for managing print and related marketing spend. For over ten years, NewlineNoosh has provided its print procurement software-as-a-service, Noosh, to enterprises and print outsourcers, enabling them to drive down print costs, improve visibility and control, and ensure brand consistency.   Based in Silicon Valley, we have offices throughout North America and enjoy partnerships with leading print outsourcers around the world to support global print procurement deployments. Our customers include prominent large enterprises in the financial services, consumer products, retail, government and other sectors.   Our unique approach to managing print procurement is powered by our Noosh software, the most widely used technology for managing print, direct mail, point-of-sale (POS), branded promotions and related products. Noosh uniquely addresses the requirements of its customers by streamlining two critical print management processes - the procurement and financial ‰ÛÏsource to pay process‰Ûù and the marketing ‰ÛÏdesign to delivery process,‰Ûù thereby providing unparalleled efficiency, visibility, and control which results in significant cost savings and efficiency improvements throughout the print supply chain. With Noosh, everyone involved in the print procurement process, including marketing managers, agencies, print buyers and suppliers, easily interact on the same system using a web browser.",Enterprise Apps,Marketing,Content Marketing,0,0,Marketing-Content Marketing-0-0
103923,Tagmore,tagmore.com,"RFID,iOS,Mobile,NFC","Tagmore Solutions is a mobile marketing technology company that offers mobile electronic ticketing, couponing, and smart shopping solutions.","Tagmore Solutions is a mobile marketing technology company, with complete platforms on mobile electronic ticketing, couponing and smart shopping solutions.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
102112,SinglePoint,singlepoint.com,"Wireless,Mobile Advertising,Service Industry,Digital Media,Mobile",An innovative mobile company specializing in mobile payments and mobile auctions.,"SinglePoint provides media interactivity and mobile advertising to a total audience of more than 260 million North American wireless subscribers. Powering the majority of television to mobile interactivity in North American today with over 110 million television-driven iTV transactions processed since inception, SinglePoint works in partnership with entertainment, media companies, brand managers, advertising agencies and mobile networks. Current media partners include Viacom (VH1, MTV, CMT, BET), NBC Universal (Bravo, Oxygen, SciFi, CNBC, MSNBC, Telemundo, USA Network) and CBS Corp. SinglePoint offers a full suite of services that make it fast and easy to create, launch and manage mobile driven interactive TV campaigns and standalone nationwide mobile campaigns. The full suite of offered services include TV/Web/radio voting and polling, text2screen, text and multimedia message ad insertion, advertising video overlay, ticketing/coupons, video streaming and download, billing, reporting and analytics. For more information, visit http://www.singlepoint.com.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
187677,Apptimyze,apptimyze.com,"Lead Generation,Advertising,SaaS",Apptimyze ingests advertising performance data from search and display platforms and generates a targeting strategy,Apptimyze ingests advertising performance data from search and display platforms and generates targeting strategies. Apptimyze is a U.S.-based company that was founded in 2012 by Kence Anderson.,Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
62932,Leadfeeder,leadfeeder.com,"B2B,Lead Generation,Internet",Leadfeeder is a sales lead generation tool for B2B companies. Powered by Google Analytics.,"Leadfeeder is a tool that lets you know more about your website visitors and converts promising visitors into sales leads. It shows you a list of companies that have visited your website and you can see what pages they loaded and how they found you. Leadfeeder connects to your Google Analytics using the API and fetches data about website visitors. When you see an interesting lead, you can email it to your sales team or send it straight to your CRM.",Enterprise Apps,SalesForce Automation,Lead Generation,0,0,SalesForce Automation-Lead Generation-0-0
106972,Wakoopa,wakoopa.com,"Software,Apps,Big Data",Wakoopa develops multi-device passive metering technology which collects behavioural data from research participants.,"Wakoopa is supplier of passive metering solutions on three screens (desktop, tablet, smartphone). Wakoopa unlocks high quality behavioral data. We empower the consumer insights industry with the best tracking technology and the most powerful data distribution models. And we offer consumers the best in class user experience. Together with online access panels and market research companies we establish user centric, behavioral datasets in 25 markets globally. This data fuels innovative research designs such as consumer journey studies, segmentation and audience profiling.",Enterprise Apps,Marketing,Conversion Rate Optimization,Web Analytics,0,Marketing-Conversion Rate Optimization-Web Analytics-0
44560,Scanova,scanova.io,"Local,QR Codes,Mobile Advertising,Mobile","Scanova is a developer of software for QR code design, development and implementation.","Scanova enables users to create, design, and manage QR codes for their promotional campaigns. The embedded page designer enables users to create mobile optimized pages as well.     Scanova was founded by Gautam Garg, Swapnil Jain, and Mukesh Gupta in September 2013.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,Mobile,Marketing-Content Marketing-Content Distribution-Mobile
31636,Appie,appie.today,"Retail,Mobile Advertising,Mobile",Hyperlocal mobile discovery platform connects physical business with customers,"Appie is your virtual co-pilot through the real world. It‰Ûªs an Android app that helps users interact seamlessly with physical businesses. By bridging the online ‰ÛÒ offline disconnect, Appie is out to revolutionize the physical businesses, starting with the retail industry in India. With Appie, users can discover the products that interest them. This can happen via Appie‰Ûªs exhaustive catalogue of over 45 Lakh products or via any one of our interactive media solutions.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
32953,Brndstr,brndstr.com,Mobile,Brndstr is a global content-marketing platform that offers Real Time solutions to Brands and Agencies.,Brndstr is a global content-marketing platform that offers Real Time solutions to Brands and Agencies. Our team of API experts and Creative minds help companies from around the world build engaging marketing campaigns on Twitter and Instagram.,Enterprise Apps,Marketing,Content Marketing,Content Distribution,Influencer,Marketing-Content Marketing-Content Distribution-Influencer
95905,Neolane,neolane.com,"B2C,B2B,Enterprise Software",Neolane is a marketing technology provider developingåÊautomation and cross-channel campaign management softwareåÊfor B2B and B2C marketers.,"Neolane, Inc. is a conversational marketing technology provider, which develops marketing automation and cross-channel campaign management software and services for business-to-business and business-to-consumer marketers. In 2012, Neolane recorded $58 million in revenue representing 40% year-over-year growth. In 2013, Neolane was named #64 on the Forbes list of America's Most Promising companies.  Neolane provides the only conversational marketing technology that empowers organizations to build and sustain one-to-one lifetime dialogues, dramatically increasing revenue and marketing efficiency.   Neolane has a track record of enabling its customers to adapt to new customer engagement challenges and exploit opportunities more quickly than their competition. Neolane is used by more than 400 of the world's leading companies including Alcatel Lucent, barnesandnoble.com, Orange, Sears Canada, Sephora Europe, and Sony Music.",Enterprise Apps,Marketing,Content Marketing,Content Distribution,OmniChannel,Marketing-Content Marketing-Content Distribution-OmniChannel
