company_name,domain_name,id,horizontal,technology_segment1,technology_segment2,technology_segment3,ml_segment_data1_ap4_t1,ml_segment_data2_ap4_t1,business_model,specialties,short_description,about_us
Gladiris Technologies (SpiderG),spiderg.com,45732,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"financial services, information technology, mobile apps","We consulted companies on their system needs, customized an opensource ERP, executed its implementation.","SpiderG is a platform for businesses where they can electronically transact and communicate with their vendors/suppliers and customers, and get actionable information about business and their supply chain."
Trooly,troo.ly,47491,FinTech,Alternative lending,Credit rating platforms,0,Others,Credit rating platforms,Alternative lending-Credit rating platforms-0,"fintech, machine learning, risk management, saas, sharing economy","Trooly delivers Instant Trustâ„¢ services that verify, screen and predict trustworthy relationships and interactions. #FinTech #P2P","Trooly delivers Instant Trustâ„¢ services that verify, screen and predict trustworthy relationships and interactions.
We work with the worldâ€™s largest financial institutions, peer-to-peer marketplaces, marketers and employers. Our Instant Trust rating service is designed to fill a â€œtrust gapâ€ caused by the speed of modern commerce and community, which requires instant evaluation of potential reward and risk â€“ without the trust-building interaction history and feedback loops that people use to evaluate relationships offline.
Our machine learning technology synthesizes digital footprints in real time to provide rich insight â€” well beyond old-school background checks, credit scores and risk management tools. Instant Trust ratings require minimal customer data input and cost less than $1 per query, with ratings and supporting evidence returned in roughly 30 seconds. Troolyâ€™s predictive power has been demonstrated to be at least twice as effective as background checks, credit checks or database profiles in determining trustworthiness of individuals and businesses.
Trooly operates as a consumer reporting agency, using only public and permissible information from online and offline sources. We respect and comply with applicable privacy and data protection laws, including the Fair Credit Reporting Act in the United States. We are also dedicated to balancing transparency with respect for individual privacy."
Bizfi,bizfi.com,81142,FinTech,Alternative lending,Lead generation platform,0,Lead generation platform,Others,Alternative lending-Lead generation platform-0,"finance, fintech, lending",Bizfi's connected marketplace provides multiple financing options and real-time pre-approvals to businesses.,"For nearly a decade, Merchant Cash and Capital, LLC has been an industry leader in providing alternatives to traditional funding sources and an innovator in providing merchant cash advances and other financial services to businesses in the retail, restaurant and services industries. 
MCC and its affiliates specialize in offering a unique avenue to funding by â€œpurchasingâ€ a small, fixed percentage of future credit card revenues and advancing that money to qualified businesses up-front. The MCC philosophy is to seek a funding option for almost every business that qualifies, regardless of credit history with no strings attached, no hassles, no hidden fees or unreasonable repayment requirements. MCC seeks to be a partner in helping businesses reach their potential by providing the funds required."
Taplend,taplend.com,46599,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"apps, credit, financial services","Taplend is a financial help platform, giving an access to fast, safe and 100% online loans,provided by people or financial institutions.","Taplend is a financial help service. With it people can get up to 2500 pounds in a few minutes, provided by friends or lending companies. 
The problem itâ€™s solving is fairly common for all of us â€“ situations when you need money urgently and can not get it â€œright nowâ€
Company was founded 1 year ago. Since that time  Taplendâ€™s team has achieved a lot â€“ has participated in three acceleration programs: Technation (USA/Kazakhstan), Hub:Raum by Deutsche Telekom(Poland) and SELLALAB(Italy) in collaboration with Level39(UK), the last one is still going on and finishes this december in London.
The mechanism of Taplend is quite a plain one: after the user downloads the application, he sets the desired amount of money and return terms, submits detailed information and sends a request via service to his friends or credit companies. 
After the request is accepted, it takes 2 minutes in average for the money to come to userâ€™s bank account or mobile wallet."
Neogrowth,neogrowth.in,41517,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"business development, finance, fintech, market research","NeoGrowth Credit Pvt Ltd is a non-deposit taking NBFC registered with RBI, providing short term business loans to Indian merchants for","Neogrowth operates as a non-banking financial company in India. It is focused on meeting the financial needs of small businesses which sell goods and services to consumers. It offers business financing services to small- and medium-sized retail companies that sell apparel, consumer durables and electronic items, footwear and accessories, handicrafts, gifts, food and grocery items, and optical goods as well as to restaurants, beauty salons, hotels, gymnasiums, and health diagnostic centers. NeoGrowth began its commercial operations in 2013."
Credit Key,creditkey.com,109841,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"e-commerce, financial services, payments",Credit Key is a patented pay-over-time financing solution for e-commerce merchants.,Credit Key is a patented pay-over-time financing solution for e-commerce merchants.
PayJoy,payjoy.com,42526,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"financial services, fintech, mobile",PayJoy provides smartphone-enabled consumer financing solutions.,"PayJoy provides smartphone-enabled consumer financing solutions. It enables customers to purchase and pay for electronic items over time. It changes upfront purchases into pay-as-you-go monthly installments. The companyâ€™s technology locks devices unless a monthly payment is made, improving customer payment rates. It offers financing solutions for smartphones, washing machines, TVs, and air conditioners, bringing a middle-class lifestyle to people around the world. The company was founded in 2015 and is based in Saratoga, California, United States."
GyanDhan,gyandhan.com,59884,FinTech,Alternative lending,Consumer lending,Education Loans ,Others,Education Loans ,Alternative lending-Consumer lending-Education Loans ,"consumer applications, education",GyanDhan is an education loans marketplace,"At GyanDhan, weâ€™re on the mission to ensure that financial obstacles never stand in the way of someoneâ€™s education dream. By combining data science with financial innovation, we provide affordable education loan options to Indian students pursuing higher studies."
Funding University,funding-university.com,58476,FinTech,Alternative lending,Consumer lending,Education Loans ,Others,Education Loans ,Alternative lending-Consumer lending-Education Loans ,"education, lending","Funding U is the preferred no-cosigner, no FAFSA, non-Fico based student lender for hardworking, career focused college students.","About Funding University:
Funding University is a private student lender serving hardworking, career driven undergraduates and their parents. Where most lenders depend on FICO scores and cosigners, Funding University assesses each studentâ€™s credit worthiness based on their career track &amp; post-college earnings potential. Funding U is now taking applications to its waitlist for next school year when its funds will be expanded and available to lend to students nationwide.
To learn more, visitÂ www.funding-university.com, visit: funding-university.com"
ZestFinance,zestfinance.com,108307,FinTech,Alternative lending,Credit rating platforms,0,Others,Credit rating platforms,Alternative lending-Credit rating platforms-0,"analytics, big data, fintech, machine learning","ZestFinanceâ€™s credit-decisioning platform helps lenders predict credit risk so they can increase revenues, reduce risk & ensure compliance.","ZestFinance was founded by the worldâ€™s best data scientists with a mission: use machine learning algorithms to revolutionize how credit decisions are made to provide fair and transparent credit to everyone. The Zest Automated Machine Learning (ZAMLâ„¢) platform, Zest's unique credit-decisioning platform, enables lenders to analyze vast amounts of non-traditional credit data to increase approval rates and reduce the risk of credit decisions, particularly for thin-file and no-file borrowers like millennials. The platform also provides the ability to explain data modeling results to measure business impact and comply with regulatory requirements."
CommonBond,commonbond.co,54419,FinTech,Alternative lending,Consumer lending,Education Loans ,Others,Education Loans ,Alternative lending-Consumer lending-Education Loans ,"education, finance, financial services, internet",CommonBond is an online lending platform that connects borrowers and investors to make education finance better.,CommonBond was founded to lower the cost of higher education. Our innovative model makes it possible for students to save money on their student loans while allowing investors to earn a competitive financial return.
iServe Financial,iservefinancial.com,61663,FinTech,Alternative lending,Lead generation platform,0,Lead generation platform,Others,Alternative lending-Lead generation platform-0,financial services,An online and offline customised financial services & solutions business,"They are leading Financial Products Distributor in India focused on serving Individuals, SMEs and corporate customers.They decode all the financial jargon and make things simple to understand for consumers.They are the only large distributor with a compelling presence both online and offline as we focused on providing our customers the most accurate information, the best financial advice and consequently the most appropriate product relevant to their needs."
Wishfin.com,wishfin.com,113224,FinTech,Alternative lending,Lead generation platform,0,Lead generation platform,Others,Alternative lending-Lead generation platform-0,,"Wishfin enables wishes through Investment, Credit & Smart Financial Management.",#N/A
LQD Business Finance,lqdfinance.com,40088,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"finance, financial services, fintech, risk management","LQD Business Finance is a Chicago-based, technology-enabled company that provides small and medium sized businesses with structured loans.","LQD Business Finance is a Chicago-based, technology-enabled company that provides small and medium sized businesses with structured loans. The company develops a whole-business financing solution through a single loan product that meets all the aspects of a businessâ€™ financing requirements such as acquisition, working capital, purchase orders, and refinancing solutions. LQD Business Finance generates revenue as a percent of its clientsâ€™ loan amount. It evaluates the risk of each potential loan by using a proprietary risk management and backing software known as LQD Matrix."
Elevate Credit,elevate.com,56587,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"credit, financial services",Their innovative online credit solutions provide immediate relief to customers today and help them build a brighter financial future.,"Elevate's online credit solutions provides immediate relief to customers today and helps them build a brighter financial future. They are committed to rewarding borrowersâ€™ good financial behavior with features like lower interest rates, free financial training, and free credit monitoring."
Finova Financial,finovafinancial.com,57762,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,financial services,Fast affordable online loans based on the equity in your car,"Finova Financial is a socially responsible lender that provides fast affordable loans based on the equity in your car, to the 70 million financially underserved Americans that spend $138 billion in fees and interest annually. 
Finovaâ€™s Car Equity Line of Credit (C-LOC) costs 70% less than the current national average, provides instant access to capital, and a 12-month pathway back to financial health, online, mobile, anywhere, 24/7.
Finova clients benefit from the ability to complete the loan process online, instant approval decisions and same day cash funding. The Finova client portal provides personalized access to our financial dashboard allowing real time management of your financial health.  Payments can be made from the convenience of any computer or mobile device and at 32,000 US retail locations. Successful payment history provides declining rates, the opportunity to establish and build credit, along with access to additional funds on demand.
Finova provides an immediate solution to our clientsâ€™ credit needs, the ability to monitor their progress in real time, which when coupled with Finovaâ€™s ongoing financial education provides a pathway to improved economic health.
The Finova C-LOC is the first of many digital financial service products we will launch to address the unfulfilled needs of financially underserved Americans. 
At Finova we are in the business of relationships, not transactions. Our clients tell us Finova is the first positive relationship they have with any financial services provider. This is our passion and what drives us forward."
Clara Lending,clara.com,33621,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"financial services, fintech, personal finance, real estate","Building the fastest, simplest way for consumers to finance their home.","Clara combines advanced technology with dedicated support for a simple and transparent home financing process.  Clara specializes in conventional, conforming residential home loans in California, offering the following products: 30-year fixed, 25-year fixed, 20-year fixed, 15-year fixed, 7/1 ARM, 5/1 ARM and 3/1 ARM. We offer both purchase and refinance loans."
loanDepot,loandepot.com,63495,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"finance, financial services, real estate",loanDepot is an independent retail mortgage lender that provides residential loans to residents of the U.S.,"loanDepot is the third largest private, independent retail mortgage lender in the U.S. and provides residential loans. loanDepotâ€™s current business channels include direct lending, affinity, branch retail and servicing. The innovative online consumer direct lending platform operates under the loanDepot brand. The company is also a leader in a distributed branch purchase platform under the imortgage brand. loanDepot currently has more than 2,200 employees and more than 700 licensed loan officers serving all 50 states.
Licensed in all 50 states, loanDepot is an approved seller/servicer to Fannie Mae, Freddie Mac and Ginnie Mae and services a majority of the loans it originates. Its product lineup includes FHA, HARP, VA, and Jumbo loans.
The company opened its doors for business in 2010 following the U.S. financial meltdown and was founded on the principles of fair and ethical lending, with a customer-centric strategy to deliver great service and competitive rates. loanDepotâ€™s CEO and Chairman is industry veteran Anthony Hsieh, an innovator in the mortgage lending industry. The loanDepot leadership team is comprised of seasoned executives who have helped lead some of the largest and most successful mortgage companies and financial institutions in the U.S"
Airfordable,airfordable.com,31264,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"financial services, fintech, travel",Payment plans for flights before your departure,Airfordable is payment plans for airline tickets. Airfordable allows users to secure tickets with a deposit upfront and pay the remaining balance in bi-weekly recurring payments before the departure date.
Fundation,fundation.com,36503,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"finance, fintech, lending",Fundation is an online direct lender offering simple interest small business loans to companies through a technology driven process.,"Banks offer business loans. Fundation offers business loans faster. 
Fundation is an alternative lender providing small business loans with fixed rates and simple interest. Our technology streamlines the small business loan application process by collecting third party data and automating the majority of the credit review process, so that we can deliver funds to you as quickly as possible.
As a leader in alternative business financing, we understand that every business has unique and specific needs. Fundationâ€™s customized small business loans ensure that you receive the most appropriate terms and payment options for your specific industry and companyâ€™s needs. We provide the following industry-specific small business funding solutions:
â€¢	Auto repair shop loans
â€¢	Gas station loans
â€¢	Day care center funding
â€¢	Medical practice loans
â€¢	Chiropractic business loans
â€¢	Dental practice loans
â€¢	Physician practice loans
â€¢	Veterinary practice financing
â€¢	Health care business loans
â€¢	Hotel and motel financing
â€¢	Restaurant loans
â€¢	Pharmacy loans
â€¢	Law firm financing
â€¢	Insurance agency financing
â€¢	Vineyard and brewery financing
â€¢	Liquor store financing
â€¢	Funeral home financing
â€¢	Self-storage financing
Whether you are in need of a business expansion loan, cash flow financing or a working capital loan, Fundation has a small business financing solution to help your company achieve its goals. We also offer inventory loans to help keep your business fully stocked and refinance loans that can help repay existing loans to acquire better terms or interest rates.
No matter how you use your alternative business loan from Fundation, you can expect support throughout the entire small business financing process. Our customer relationship managers work closely with you to understand your unique situation, find the best funding solution for your company and continue to support you in the long run to reach your goals. 
Contact Fundation for more information or to apply for your small business loan today!"
InCred Finance,incred.com,61123,FinTech,Alternative lending,Consumer lending,0,0,Others,Alternative lending-Consumer lending-0,financial services,Mumbai-based non-banking financial company,"InCred is credit for Incredible India. It uses technology and data-science to make lending quick, simple and hassle-free. InCred offers a broad portfolio of products that cuts across affordable home loans, personal loans, education loans and SME business loans.
InCred is founded by Bhupinder Singh, former Head of Investment Banking, Asia-Pacific at Deutsche Bank.
For more information, please visit : www.incred.com"
Mosaic,joinmosaic.com,38961,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"clean energy, crowdfunding, finance, solar","Mosaic is the nation's leading residential solar lending platform, enabling thousands of people to profit from the benefits of clean energy.","Mosaic is a solar finance company that provides financing for residential solar systems. Mosaic's vision, 100% clean energy for all, embodies the desire to create shared prosperity through clean energy and to help millions of people invest in themselves, their homes and the future of the planet."
Selfscore,selfscore.com,44743,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"analytics, big data, credit, credit cards, finance, internet, machine learning",SelfScore is an analytics-based lending company providing access to financial products for a deserving but underserved population.,"SelfScore is developing a strong market niche around providing access to financial products (credit cards, student loans, etc) to a deserving but underserved population of international students (1M+ strong and growing with $31 billion in untapped annual spending). International students are routinely granted access to the US educational system and all the advantages it has to offer. However, no clear path exists for them to gain access to the credit markets. The current credit policies handicap them, leaving them unable to get a credit card, student loan or car lease without paying exorbitant costs/fees. We want to provide them with a financial on-ramp and put them on a path towards financial success in America.
 
Given their lack of credit history or credit score, (â€œthin file, no fileâ€) we evaluate these students using alternate data science and machine learning methods, such as our own SelfScore, which measures creditworthiness using our proprietary data science framework/algorithms. We determine studentsâ€™ ability to repay using such predictive attributes as education/major, cost of education, source of initial funding, future employability and objective measures (e.g. places, times, graphs) using our framework. We also determine their propensity to stay/leave the country using these attributes. Our compliance framework takes into consideration various federal regulatory constraints concerning KYC/CIP, Fair Lending, CDR, ECOA and FCRA. Seizing this 1M international student market will set the foundation for future product or market expansions into other thin file populations."
WeLab,welab.co,48697,FinTech,Alternative Lending ,Consumer lending,Personal loans,Personal loans,Others,Alternative Lending -Consumer lending-Personal loans,"finance, fintech, lending, personal finance",WeLab analyzes unstructured mobile big data within seconds to make credit decisions for individual borrowers.,"Founded in 2013 in Hong Kong, WeLab is reinventing traditional financial services by creating seamless mobile lending experiences. With its proprietary risk management technology, WeLab effectively analyzes unstructured mobile big data within seconds to make credit decisions for individual borrowers. WeLab operates Wolaidai (æˆ‘æ¥è´·), one of Chinaâ€™s leading mobile lending platforms, and WeLend, Hong Kongâ€™s leading online lending platform. The company also partners with traditional financial institutions which utilize WeLabâ€™s technology to offer fintech-enabled solutions to their customers. 
WeLabâ€™s investors include CK Hutchisonâ€™s TOM Group, Khazanah Nasional Berhad, ING, Silicon Valley-based venture capital fund Sequoia Capital, TOM Groupâ€™s Ule.com and Guangdong Technology Financial Group. According to KPMG and CB Insights, the fundraising was the fourth largest fintech deal in the first quarter of 2016 globally."
GreenSky,greenskycredit.com,89099,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"consumer lending, credit, financial services",GreenSky offers fast and paperless solutions and financial services to businesses of all sizes.,"The easy way to
offer financing to
Everyone, Anywhere.
It easy for businesses of all sizes to offer credit to their customers with a fast and paperless solution."
FastPay,gofastpay.com,88833,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"digital media, finance, fintech",FastPay is the definitive financial platform for digital media.,"Founded in 2009, with offices in Los Angeles, New York, and London, FastPay provides liquidity and financial workflow solutions to the global media industry. Since inception, FastPay has originated over $1 billion in loans to publishers, networks, exchanges, DSPs, SSPs, agencies and app developers."
FinLocker,finlocker.com,57756,FinTech,Alternative lending,Loan management platform,0,Others,Loan management platform,Alternative lending-Loan management platform-0,financial services,"FinLocker is a consumer-enabled ï¬nancial locker, which reduces costs and risks for lenders via actionable ï¬nancial information.","FinLocker is a financial services technology innovator, founded by a team of seasoned veterans and leading executives across the financial services and technology industries.  In a time where the consumer financial services industry faces heightened regulatory scrutiny, innovative solutions are needed more than ever. FinLocker offers a solution capable of improving the loan process, from origination to servicing, and even beyond."
BankBazaar.com,bankbazaar.com,80465,FinTech,Alternative lending,Lead generation platform,0,Lead generation platform,Others,Alternative lending-Lead generation platform-0,"e-commerce, finance, insurance, marketplace",BankBazaar.com is a neutral online marketplace that gives instant customized rate quotes on loans and insurance products.,"BankBazaar.com is the world's first neutral online marketplace that gives you instant customized rate quotes on loans and insurance products. You can instantly search for, compare and apply for loans, credit cards and insurance products on their site. Since they partner with India's leading financial institutions and insurance firms, you have to look in only one place to get a great deal: BankBazaar.com.
 
Their goal is to make it easy for everyone to get a great deal on a loan or an insurance product. On BankBazaar.com, you can easily compare the total costs of the loan offers made to you, and get access to unbiased customers' ratings of financial institutions. They want to make it easy for you to have a lot of options, to take a well-informed decision when choosing which product to apply for and to do all this instantly! And best of all, BankBazaar.com's services are completely free."
Firstp2p,firstp2p.com,57791,FinTech,Alternative Lending ,Commercial Lending,Term loans,Term loans,Others,Alternative Lending -Commercial Lending-Term loans,"financial services, online auctions, peer to peer",Firstp2p is a Chinese online peer-to-peer (P2P) financing site,First P2P Limited is an online finance marketplace which matches borrowers with investors. The company is based in China.
Medmonk,medmonk.com,64428,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,health care,Helps pharmacists obtain funding for patients who cannot afford their out-of-pocket pharmaceutical expenses.,"Medmonk is based on the premise that it's in everyone's best interest for medications to be used regardless of price. Patients get the care and medications they need, insurers are protected against larger claims, and pharmaceutical companies and pharmacies get maximum use of their medications. Co-founder Somaira Punjwani, an HIV specialty pharmacist, had to invent a process as an alternative to turning away patients who struggled with their co-pay. She did this manually for over three years with overwhelming positive feedback from grateful patients who could now afford their medications."
Geostellar,geostellar.com,36699,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"analytics, big data, biofuel, clean energy, geospatial, location based services, solar","Geostellar is a solar energy marketplace and patented platform to instantly & interactively tailor equipment, financing and installation.","Geostellar applies big-data geomatics to compute precise renewable resource potential, infrastructure capacity, economics and policy impact for clean tech projects.
On our subscription services platform, solar, wind and biofuel energy producers can identify the optimal sites for projects, market to property owners, arrange for financing and coordinate deployment. We support complex queries across every rooftop, field and lot in the United States."
Affirm,affirm.com,31187,FinTech,Alternative lending,Consumer lending,Purchase Financing ,Purchase Financing ,Others,Alternative lending-Consumer lending-Purchase Financing ,"consumer lending, financial services, fintech, payments","Affirm, a financial technology services company, offers installment loans to consumers at the point of sale.","Based in San Francisco, California, Affirm is a financial services company that offers installment loans to consumers at the point of sale. Its aim is to improve the banking industry to be more accountable and accessible to consumers. Founded in 2012, Affirm lets shoppers pay for purchases across multiple months with transparent, fairly-priced fees built into every payment, and increases conversion and basket size for e-tailers at less than the cost of credit cards."
Finrise,finrise.com,57764,FinTech,Alternative lending,Consumer lending,Personal loans,Personal loans,Others,Alternative lending-Consumer lending-Personal loans,"financial services, health care, service industry","Finrise provides a financing option for treatments and services that are not covered by insurance, directly in the doctor's office.","The Finrise mission is to increase the accessibility of quality healthcare through a suite of transparent financial products, starting with patients of dental, vision, audiology and veterinary services.
Patients deserve better, which is why weâ€™re committed to putting patient empowerment and customer service at the forefront of healthcare lending. Every day, patients receive instant and transparent term loans right in the doctor's office onto their phones. To expand reach, Finrise looks beyond simple FICO scores, which were created over 30 years ago in an era before smartphones and internet access.
Finrise empowers doctors to treat without the limitation of affordability. By combining care, coverage, and change, weâ€™re building a solution that doctors prefer for their patients."
CreditMate,creditmate.in,54878,FinTech,Alternative lending,Consumer lending,Auto Loans ,Others,Auto Loans ,Alternative lending-Consumer lending-Auto Loans ,financial services,CreditMate is a fintech focused on used vehicle financing in India through POS & online credit distribution.,"CreditMate is a fintech focused on the $8bn CAGR 25% used motorcycle market in India. India is the Worlds largest two wheeler market with over $40M of new and used bikes sold a day.
We go to market via a network of dealers and enable them with technology to allow any dealer to assess and process loans and insurance at point of sale. We also operate Direct to Consumer through our website and enable Consumer to Consumer transactions.
Our technology and credit engines mean we are able to process lending fast. We currently lend to >50% new to credit and >50% self employed borrowers. Our lending is secured against the asset. 
Additionally our tech enables optimal collection success and we have built a full loan management system which allows our lending partners to quickly and efficiently integrate.
We are a growing team of 30 people based in Mumbai, India."
KredX,kredx.com,39452,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"fintech, internet, marketplace, peer to peer",Kredx is India's first online invoice discounting platform,"KredX is an Indian invoice discounting platform that provides short-term investment opportunities to small- and medium-sized enterprises in India. The online platform has developed a proprietary credit risk assessment model for borrowers and a technology platform. For financiers, it provides complete trade services from sourcing curated invoices to conducting due diligence using its proprietary credit underwriting algorithms. Launched by Manish Kumar, Anurag Jain, and Puneet Agarwal in 2015, KredX partners with banks, accounting firms, and law firms to ensure all aspects of the service are compliant with regulations and ensure consumer protection at all times."
Lendio,lendio.com,92860,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"finance, financial services, fintech, lending",Lendio is a platform that helps small business owners find lenders and secure loans.,"Lendio operates an online marketplace that enables small business owners find lenders and secure loans. After filling out an application form, the platform matches its customers with suitable loan options. It works with a network of over 50 lenders to enable its users to compare and choose from among a range of loans, including SBA, startup, equipment, commercial real estate, and more. It also offers loan calculators, an informative blog and educative resources. Launched in March 2006, Lendio is based in South Jordan, Utah."
China Rapid Finance,chinarapidfinance.com,82870,FinTech,Alternative Lending ,Consumer lending,Personal loans,Personal loans,Others,Alternative Lending -Consumer lending-Personal loans,"artificial intelligence, big data, fintech, internet, marketplace, predictive analytics",China Rapid Finance is Chinaâ€™s largest online consumer lending marketplace serving online users and Chinaâ€™s emerging middle class.,"China Rapid Finance is Chinaâ€™s largest online consumer lending marketplace serving online users and Chinaâ€™s emerging middle class. The Company provides consumer credit access to the worldâ€™s largest untapped market, expected to grow to more than RMB 5.4 trillion (US $870 billion) by 2020.  Its technology enables socially inclusive financing to the most creditworthy individuals, serving a potential 500 million consumers who are economically active but never have had access to bank credit. China Rapid Finance is a recognized technology innovator and has transformed Chinaâ€™s consumer credit landscape with its introduction of the most advanced omni-channel borrower acquisition system and proprietary Big Data analytics technology platform featuring an end-to-end automated credit decisioning system.  It has a proven track record in credit risk management, transparency and a culture focused on innovation with more than 5,000 employees and 80 data verification centers across China. 
 
China Rapid Finance was founded in 2001 by Mr. Zane Wang, PhD, one of Chinaâ€™s leading experts in consumer credit market innovation and lending marketplace technology. Prior to founding China Rapid Finance, Dr. Wang received his PhD in Statistics from the University of Illinois at Chicago and started his career in the United States, serving as Head of Analytics for Sears Credit â€“ the worldâ€™s largest retail credit card portfolio, subsequently acquired by Citibank. Upon returning to China, Dr. Wang advised the Peopleâ€™s Bank of China on the creation of Chinaâ€™s national credit bureau and the first functioning credit bureau in Shanghai before launching China Rapid Finance. Dr. Wang also is the only Council Committee member of the China Association of Microfinance from the marketplace lending industry, and the Secretary of the Shanghai Financial Information Professional Committee, a branch of the Shanghai government trade association.  
China Rapid Finance's home page is www.chinarapidfinance.com."
P2Binvestor,p2bi.com,42306,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,"crowdfunding, finance, fintech",P2Binvestor is a crowdfunded receivables finance company operating an investment platform for small- and mid-sized businesses.,"Crowdfunding meets receivables financing. Cheaper, more flexible alternative loans for growing businesses.
For many growing businesses, great ideas and rapid growth are often accompanied by slow-paying customers and subsequent cash-flow issues. Banks often cannot or will not lend to businesses without several years of operating history and profitability. Today, large companies that love buying from smaller, innovative businesses are trending toward longer payment terms, putting their supplier companies in a financial bind. 
P2Binvestor is here to help small and medium-sized businesses solve these issues and thrive in an increasingly complex business funding environment. They supply working capital to growing businesses-secured by a companyâ€™s receivablesâ€”at very competitive rates. Borrowing from asset-backed lending and factoring, their crowdfunding model functions like a revolving line of credit funded by an investor crowd that is interested in helping businesses create jobs and fuel the economy while earning a fair return."
"LiftForward, Inc.",liftforward.com,63240,FinTech,Alternative lending,Commercial Lending,Term loans,Term loans,Others,Alternative lending-Commercial Lending-Term loans,"credit, financial services, marketplace",LiftForward operates a marketplace loan platform which provides loans to small businesses.,"LiftForward operates a marketplace loan platform which provides loans to small businesses and high yielding debt products to investors.  Businesses are able to borrow up to $1,000,000 per transaction for asset purchases, purchase order financing, or working capital.   LiftForward partners with suppliers, retailers and manufacturers in order to provide financing to their small business customers.  LiftForward partnerships include both co-branded and white-labeled portals."
PeerStreet,peerstreet.com,42620,FinTech,Alternative lending,Consumer lending,Mortgages,Others,Mortgages,Alternative lending-Consumer lending-Mortgages,"crowdfunding, fintech, real estate, real estate investment",PeerStreet is a crowdfunding platform that gives investors easy access to high-yielding loans that are collateralized with real estate.,"PeerStreet is the leading platform for investing in real estate debt. Backed by Andreessen Horowitz and founded by real estate attorney, Brew Johnson and former Google executive, Brett Crosby, PeerStreet allows investors to easily invest in high-yield real estate loans that were historically very difficult to access. PeerStreet is secure and intuitive with an easy-to-use interface. Now, participating in these deals is as simple as buying stocks. Just fund your account and select your investments.
Welcome to PeerStreet. A better deal for everyone."
numberz,numberz.in,66397,FinTech,Alternative lending,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative lending-Commercial Lending-Working Capital ,financial services,Numberz realise that running your own business is surely a very commendable task,"Numberz realise that running your own business is surely a very commendable task. But many a times, understanding and managing the one most critical resource - cash flows - becomes a daunting excercise! And that's why Numberz endevours to help you do your numbers, literally! So that you can continue to pursue your dreams!"
Itouzi.com,itouzi.com,38772,FinTech,Alternative Lending ,Commercial Lending,Working Capital ,Working Capital ,Others,Alternative Lending -Commercial Lending-Working Capital ,"finance, fintech",Itouzi offers a website that enables individuals and businesses to find investment information and financial products.,"itouzi.com (çˆ±æŠ•èµ„) is a P2P financing service website based on mortgage and guarantee. Itouzi is attached to an Investment and Financing (Beijing) Network Technology Co., Ltd., and is built by elite teams working in the financial and internet industry for many years.
As an internet financial website, itouzi.com provides individuals with safe, transparent, convenient, and high-return investment and financing projects, which are all company loan projects that have undergone strict offline audits."
