ID,company_name,domain_name,industry,industry_segments,horizontal,Segment,technology_segment_2,technology_segments,business_solutions_tst,short_description,about_us
330305,Virtual Trader,virtualtrader.net,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Bookkeeping,Enterprise Apps:ERP,Enterprise Apps:Finance and Accounting,Fintech:Digital Banking,Fintech:Omni Channel Banking","Content Security,Digital Insurance,Credit risk assessment",Virtual Trader is the global market leader.,"Virtual Trader is the global market leader in enhancing the intercompany and intra-company functionality of Oracle E-Business Suite, without the need for customization. For many years their software has been a key element in the ERP solutions of some of the world's largest multi-national corporations.  Virtual Trader is a mature software solution that provides full control over all aspects of intercompany creation, transfer pricing, automated settlement and advanced accounting through a 'non intrusive' product set that provides both functionality and flexibility."
330621,Visual Risk,visualrisk.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Visual Risk is a privately owned treasury solutions company.,"Visual Risk is a privately owned treasury solutions company, catering to mid – large size corporates and financial institutions. They develop innovative software that makes treasury management easy and provides clear answers to complex problems. This allows users to quickly report on past, present and future treasury activities in a unique way and eliminates the need to maintain large numbers of error-prone spreadsheets."
331021,Vocado,vocado.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:ERP,Fintech:Digital Banking,Fintech:Omni Channel Banking","Content Security,Credit risk assessment",Vocado was created by a team of software innovators with deep experience in developing enterprise systems.,"Vocado was created by a team of software innovators with deep experience in developing enterprise systems that address complex financial aid management processes. We understand schools as well as we do software solutions.  Their mission at Vocado is simple but ambitious: Offer solutions that use comprehensive automation to deliver highly reliable, consistent, and compliant results for financial aid functions. Results that streamline operations and improve the student financial aid experience.  Until now, software solutions for higher education have been stubbornly parked in the past, involving manual processes that make it difficult and costly to keep up with increasingly complex and ever-changing federal rules and regulations. By contrast, Vocado is designed specifically for institutions of higher education to ensure compliance while reducing financial aid processing effort.  Vocado delivers a solution that completely automates all financial aid processes, including those for the complex (and ever-evolving) Borrower-Based Academic Year (BBAY) schools."
332477,Wealth Management System Limited,wealth.co.th,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Wealth Management System Limited (WMSL) is a leading financial software company.,"WEALTH MANAGEMENT SYSTEM LIMITED (WMSL) was established on the 25th of December 1995. It was founded by a group of experienced ex-Citibank employees, consisting of Vice Presidents formerly based in both Hong Kong and Thailand, and the Technology Head of Citibank Private Bank who was manager of the System Development Department as well as a Head of LAN / VAX Services from Shell Company. In 1997, one of our shareholders was voted one of the World's Top 50 Female Financiers by Euro Money Magazine.  WMSL is a leading financial software company. They provide reliable, trusted solutions to financial institutions in asset, treasury and risk management. With innovative software systems and value added consulting services, they help our customers significantly improve their operational efficiency, reduce costs and minimize risks. With more than 40 percent of the market share in the financial application sector, WMSL has established itself as a leading provider of high performance products and services meeting the increasing demand of the customers."
332490,WealthTrack,wealthtracksoftware.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,WealthTrack simply want to give you the tools to help you run your practice more effectively and to get closer to your clients.,
334265,Wheelhouse Analytics,wheelhouseanalytics.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Wheelhouse Analytics a technology company that provides data analytics, mobile sales solutions, and online education tools.","Wheelhouse Analytics LLC, a technology company that provides data analytics, mobile sales solutions, and online education tools to financial advisors, asset managers and enterprises."
336716,Xcelerit,xcelerit.com,Education & Training,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Xcelerit award-winning solutions allow Quantitative Analysts to unlock the performance of their existing financial code with minor.,"Xcelerit is a leading provider of acceleration solutions for Quantitative Finance. Their portfolio of solutions addresses a range of acceleration challenges from algorithmic optimisations to software optimisation. Xcelerit is the maker of the award-winning toolkit that allows Quantitative Analysts to unlock the performance of accelerators (GPUs and many-core) with minor modifications to the existing source code.  Xcelerit extensive experience enables the firm to deliver a full solution from expert consultancy, bespoke development, training, and software acceleration. Their distinct competitive advantage derives from their unique combination of domain specialist knowledge and High Performance Computing expertise. This allows us to forge the most efficient solutions to better address their clients’ computational challenges.  Xcelerit has received recognition as a finalist in the Red Herring Europe Top 100 award, the Red Herring Top 100 Global award, and a two-time winner of HPC Wire’s “Best use of High Performance Computing in Financial Services” award. Their satisfied customers include the leading firms in investment banking, asset management, and insurance."
336727,xCFD,xcfd.com,Advertising,,Fintech,Digital Banking,Ommi Channel Banking,"Blockchain:Financial Services,Fintech:Alternative currency exchanges,Fintech:Blockchain & Cryptocurrencies,Fintech:Digital Banking,Fintech:Digital brokerage,Fintech:InvestmentTech,Fintech:Omni Channel Banking","Real Estate Data Analytics,Credit risk assessment,CRM","xCFD is a fast-growing, reliable and innovative International retail Forex and CFDs broker with an exceptional trading technology.","xCFD is a fast-growing, reliable and innovative International retail Forex and CFDs broker with an exceptional trading technology.XCFD is the next generation online broker. Stocks, Indices, Bonds, Forex and even Bitcoin from a single account."
336812,Xenomorph,xenomorph.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Xenomorph believes that great decisions are made when everyone can easily access and analyze the same high quality data.,"Xenomorph believes that great decisions are made when everyone can easily access and analyze the same high quality data. Xenomorph develop software solutions for financial markets that enable both technologists and business users alike to manage, cleanse and analyze more data, more quickly.  They offer options to host TimeScape EDM+ on your premises, or leverage cloud-based services via Microsoft Azure or Amazon Web Services (AWS). They also provide professional services through dedicated team of experienced consultants who have successfully implemented many analytics and data management projects."
340070,Adaptive Management,adaptivemgmt.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Cloud-based platform to find answers from data fast.,"Adaptive Management is an emerging leader in data analytics that aims to fundamentally change the way people find, analyze, and acquire predictive datasets. Our cloud-based platform, DataMonster™, leverages alternative data to gain granular and real-time visibility into the fundamentals that drive companies. Our team is comprised of former financial investors, NSA cryptology and applied mathematics experts, and Silicon Valley software veterans. Adaptive Management is headquartered in Manhattan, New York City."
340537,AML Accelerate,amlaccelerate.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:AML Compliance,Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management","tour booking,out of home advertising,Online broker,Credit risk assessment",AML Accelerate is a joint venture between Arctic Intelligence and Initialism to provide solutions.,"AML Accelerate Pty Ltd was co-founded in 2016 as a joint venture between Arctic Intelligence (formerly Financial Crimes Solutions) and Initialism, both widely recognised as thought leaders in anti-money laundering and counter-terrorism financing compliance programs. Their partnership brings a rare and unique combination of compliance, technology and project management capabilities with the goal of developing an accessible and affordable solution for performing money laundering and terrorism financing risk assessments and for creating AML/CFT Program Manuals tailored to over 25 industry sectors and applicable to regulated entities regardless of their size, industry sector or geographic locations."
340909,Assentis Technologies,assentis.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Assentis Technologies is a leading software solutions provider specialized in Customer Communication Management (CCM).,"Assentis Technologies is a leading software solutions provider specialized in Customer Communication Management (CCM) with focus on the financial services industry. Assentis’  solutions maximize client experience by improving the exchange of information with clients, which is relevant, timely and consistent along all channels. Highly individualized communication such as client reports, proposals, notifications, contracts, and onboarding forms is delivered in batch, ad hoc or interactive modes. Incorporated in 2002, Assentis' headquarter is located in Switzerland with subsidiaries in Singapore, USA, Germany, and Austria. More than 100 renowned companies worldwide successfully communicate with Assentis solutions."
341257,Beam,beamremit.com,Advertising,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Blockchain & Cryptocurrencies,Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Beam, the cheapest, fastest way to send money to Ghana and soon, Nigeria.","Beam Remit, which helps Ghanaians and Nigerians make online payments and access instant and low-cost remittances with the help of the Bitcoin technology. The cheapest, fastest way to send money to Ghana and Nigeria."
342160,Capital Management Consulting,capitalmanagementconsult.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Capital Management Consulting is a software and consulting company.,Capital Management Consulting is a software and consulting company specialising in Internal Capital Adequacy Assessment Processes for banks and financial institutions.
343308,China Security and Surveillance Technology,csst.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"China Security & Surveillance Technology, Inc. is a diversified business group.","Established at 2001,China Security & Surveillance Technology, Inc.(“CSST”) is a diversified business group and also one of China’s leading infrastructure, technology, consultation, and financial solution provider specializing in the provision of comprehensive solutions for city planners and local governments. Their solutions cover smart city construction and development, security and fire system integration and operation, IOT solutions, smart estate investment and online financial service, helping clients to address, manage and overcome the emerging issues in China’s fast-growing modern urbanization.  CSST combines different technological expertise, experience and strength of various business groups to provide integrated solution for smart & low carbon city and safe city deployment in China. CSST is delivering environmentally friendly, logically feasible, and economically responsible future sustainable cities.  CSST was once listed on the NYSE under the ticker symbol “CSR”in 2008, as a leading Chinese security corporation with businesses of manufacturing, sales, consultation, and maintenance of security and surveillance systems; and has been successful privatization in 2011."
343795,Digiliti Money,digilitimoney.com,"Advertising,Financial Services",,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Alternative Lending,Fintech:Commercial lending,Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:Term Loans","Co working spaces,self learning algorithms,Credit risk assessment","Digiliti Money is a provider of cloud-based, SaaS financial solutions.","Digiliti Money Group, Inc., formerly Cachet Financial Solutions, is a technology solutions and services provider to the financial services industry. The Company's solutions and services enable its clients, such as banks, credit unions and alternative financial services providers (AFS) to offer their customers remote deposit capture (RDC) and prepaid mobile money technologies and related services."
345226,Flender - The Social Lending Network,flender.ie,"Advertising,Financial Services",,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Alternative Lending,Fintech:Digital Banking,Fintech:Omni Channel Banking","Co working spaces,Credit risk assessment","FinTech, Peer 2 Peer, Mobile Lending Platform Integrating Social Circles","Flender ® is a peer-to-peer / crowd finance platform which helps people borrow and lend money via their social circles, while allowing businesses to raise funds through their own customers. Flender leverages existing connections in order to increase trust between borrower and lender, lowering default rates.  Flender launched early 2017 to both consumer and businesses."
345542,Fundable,fundable.com,"Energy & Utilities,Healthcare & Pharmaceuticals",,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Digital Payments,Fintech:Health Insurance,Fintech:InsuranceTech,Fintech:Omni Channel Banking,Fintech:Point of sale - PoS,IaaS:Compute as a Service","Co-working spaces,Enterprise Collaboration,Credit on demand for business,Credit Risk Assessment,Credit risk assessment",The largest business crowdfunding platform dedicated exclusively to helping companies raise capital.,
347502,Ipreo Private Capital Markets,ipreo.com,Financial Services,Funds,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Supply Chain Management,Fintech:Crowdfunding,Fintech:Digital Banking,Fintech:InvestmentTech,Fintech:Omni Channel Banking,Fintech:Realestate,Fintech:RegTech,Fintech:Risk management","tour booking,Online broker,Credit risk assessment,contact center software","The premier provider of portfolio data collection, analysis, valuation, and communications solutions for the private capital industry.","Ipreo is a leading global provider of financial services technology, data, and analytical services, supporting all participants in the capital-raising process including sell-side professionals, finance officers at private and public companies, institutional investors, and asset managers. Ipreo’s Private Capital Markets’ solutions are the premier choice for the private capital industry to address growing pressures for transparency and regulatory compliance. Our full range of products offers solutions for portfolio assessment, valuations, investor reporting, operating metrics, or investment performance. Ipreo is private-equity held by Blackstone and Goldman Sachs Merchant Banking Division, and has more than 1,100 employees serving clients in every major financial hub around the world.  Ipreo’s Private Capital Markets solutions are used by fund managers across many strategies and sizes, ranging from managers with a handful of portfolio companies to hundreds of investments including leading buyout, energy, infrastructure, distressed, mezzanine, venture, growth equity, real estate, credit funds, and fund sponsors. Co-investors, funds of funds, fund administrators, valuation service providers, banks and Institutional Investors also realize the results through our products. Our products include iLEVEL for General Partners and Limited Partners, iVAL, Qval, CapControls and Managed Services."
348322,Laser App Software,laserapp.com,Financial Services,Insurance,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:InsuranceTech,Fintech:Omni Channel Banking","Co-working spaces,Credit risk assessment","Laser App Software, a premier provider of forms automation and management software for the securities and insurance industries.","Laser App Software creates advisor friendly solutions that combine state‐of‐the‐art forms-filling technology with a massive library of industry related forms. Forms are maintained by Laser App so representatives can focus on their clients, rather than filling out paperwork. Founded in 1995 by financial advisor Ed Beggs, Laser App has pioneered forms-filling in the financial services industry."
348655,LoanKit,loankit.com.au,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,LoanKit is a mortgage aggregation service that provides the flexibility to select the tools and services best suited to your business.,"LoanKit is a mortgage aggregation service that provides the flexibility to select the tools and services best suited to your business.  At its core is a revolutionary, simple software solution backed by a team of in-house experts. At last a system that is truly intuitive and simple to use. If you know how to browse the internet, you'll be able to use LoanKit's software with minimal training. See for yourself - book a demo today."
350059,Nexa Technologies,nexatechnologies.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Nexa is a pioneer trading technology provider, offering innovative trading solutions.","Nexa was founded in 1999 in Irvine, California and launched the first retail, multi-lingual, multi-currency trading application in 2000. In 2001, Nexa entered into a strategic and financial partnership with Penson Financial Services and took over all of Penson's execution services business. Nexa merged internally with Integrated Trading Solutions ('ITS'), Penson's then current trading platform and the Quantitative Execution Group ('QEG'), Penson's high frequency trading group.  Nexa brought the multi-lingual, multi-currency order management system to the table, ITS brought an extremely flexible and scalable FIX and market data infrastructure and QEG brought experience in institutional and low-latency systems. Together with Penson this gave Nexa everything that it needed to become the world-class trading system that it is today."
350672,OSREC Financial,osrec.co.uk,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,"Consulting firm, with a strong VC division focusing on innovative startups","Innovative financial technology firm. We build proprietary software products and invest in innovative start ups in biotech, financial technology and robotics."
350738,Overture Technologies,overturecorp.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Overture Technologies offers software solutions and consulting services for the residential lending and student financial aid industries.,"Overture Technologies, Inc. develops and markets software solutions and consulting services to the residential lending and student financial aid industries.  The company offers education finance solutions, including Conductor, an online financial aid solution, which provides personalized guidance, counseling, and services for students and their parents about their funding options; Student Loan Marketplace that enables users to compare loan terms from multiple lenders; and Amadeus, an underwriting and pricing solution for the student loan industry.  It also provides Mortgage Finance Solutions, which promotes market efficiency and risk management for underwriting, pricing, servicing, and valuing mortgage loans and assets. The company's Mortgage Finance Solutions comprise Mozart for Special Servicing, which provides a set of alternatives for borrowers that can reduce repeat default rates and preserve the value of mortgage assets; Mozart for Acquisitions that calculates loan pools and portfolios worthiness; and Mozart for Originations, an automated underwriting system.  Overture Technologies was founded in 2000 and is based in Bethesda, Maryland."
350849,Parcela Já,parcelaja.pt,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Parcela Já is a start-up company focused on credit card payment services for the global industry based in Portugal.,Parcela Já is a start-up company focused on credit card payment services for the global industry based in Portugal.
352043,RELAYTO/,relayto.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Enterprise Apps:Marketing,Enterprise Apps:Spend Management,Fintech:Digital Banking,Fintech:Omni Channel Banking","Co living spaces,Apartment management software,Credit risk assessment",RELAYTO/ is the first publishing platform for interactive AND intelligent documents.,"RELAYTO use A.I. to transform millions of legacy pitchbooks & reports, brochures & policies into interactive, mobile-ready microsites …  Microsites that measure and boost the impact of your ideas, and empower the customer to sell themselves on the value you provide.  And the best part, RELAYTO’s software optimizes your marketing spend by assuring self-service and content compliance.  Let us help you turn your ideas … into winning experiences"
352853,SettleMint,settlemint.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,SettleMint make building Blockchain applications easy for IT teams.,"SettleMint is a Belgian based startup, and was incorporated in August last year by Matthew Van Niekerk and Roderik van der Veer. They met in 2013 while devising and developing Blockchain applications for KBC, a large Belgian financial institution. They very quickly realised that the promise of Blockchain technology far exceeded the boundaries of the financial world and would permeate industry and society entirely in the years to come.  What does SettleMint do?
We help organizations leverage the benefits of blockchain technology: whether those enterprises are looking to improve efficiency, to extend their current products or to completely reinvent an existing business model by offering them our distributed middleware Mint. What exactly is our distributed middleware ‘Mint’?
It’s a suite of software development kits and developer tools that enable any software developer to build Blockchain based applications.
Mint encapsulates considerable R&D on the technical, operational and organisational aspects of Blockchain technology and packages this in easy to use software development kits that take away the complexity of Blockchain technology. These modular software development kits or SDKs contain the smart contract templates, API layers, microservices and browser components required to build full-stack applications. Based on our development of 8 fully functioning Blockchain applications and after having examined more than 500 other known use cases, we estimate that ‘Mint’ covers approximately 80% of the kinds of interactions with Blockchain technologies, that are required to power Blockchain based applications. So in short, it doesn’t matter if you are a startup or a big corporation if you think Blockchain technology can be part of your business or your vision for the future, you, or the developers working in your organization, can start building Blockchain based applications in no time using Mint. Contact us for more information:
hello@settlemint.com
+32 16 368 902"
353069,Simple KYC,simplekyc.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Artificial Intelligence:Natural Language Processing (NLP),Fintech:Digital Banking,Fintech:KYC,Fintech:Omni Channel Banking,Fintech:RegTech","Co-living spaces,tour booking,tour guide,Credit risk assessment","Simple KYC is hassle free, business process management solution for large and small entities.","Simple KYC is hassle free, business process management solution for large and small entities. Simple KYC's software works across multiple operating systems, browsers and devices. For example our customer facing webform. Machine read and extract key information from trust deeds using Simple KYC's proprietary machine learning, optical character recognition, and natural language processing capabilities.  "
354116,Talygon,talygon.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Enterprise Apps:Finance and Accounting,Enterprise Apps:Invoice Management,Enterprise Apps:Procure to Pay,Enterprise Apps:Supply Chain Management,Fintech:Digital Banking,Fintech:Digital Payments,Fintech:Omni Channel Banking","Enterprise Collaboration,AI in Agriculture,Credit risk assessment",Talygon makes it easy for big companies to pay their vendors.,Talygon makes it easy for big companies to make small  payments to vendors.  Users exchange invoices and payments in chats with business partners and we process the payments as a master vendor.  It means large corporates can easily reduce the vendors on their books by the thousands.
355736,Vizor,vizorsoftware.com,Financial Services,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Digital Banking,Fintech:Omni Channel Banking",Credit risk assessment,Vizor is the leading global provider of software for financial regulation.,"Vizor harness technology to make financial supervision easier, faster and more effective for financial regulators. They have created one, purpose built, intelligent software solution. One system to replace multiple disjointed systems. One system that supports the full supervisory lifecycle. One system that monitors and reports on the full financial picture. "
355808,VANGUARD SOFTWARE GROUP,vsgsolutions.com,Advertising,,Fintech,Digital Banking,Ommi Channel Banking,"Fintech:Alternative Lending,Fintech:Commercial lending,Fintech:Digital Banking,Fintech:Loan management platform,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management,Fintech:Term Loans","Co working spaces,tour booking,self learning algorithms,Online broker,Inter first banks,Credit risk assessment",Leading Financial Institutions Choose Vanguard Software Group.,"Vanguard Software Group is a multi-featured small team, focused on designing and developing state-of-the-art financial risk analysis software for some of the top banks in the world."
356055,WePay,wepay.com,,,Fintech,Digital Banking,Ommi Channel Banking,"Consumer Apps:Online retail,Enterprise Apps:Call Centre,Enterprise Apps:Customer Service Managament,Fintech:Digital Banking,Fintech:Omni Channel Banking,Fintech:RegTech,Fintech:Risk management","tour booking,Online broker,ABM Software,Credit risk assessment",WePay is the payments partner to the platform economy.,"WePay is a payment provider focused solely on meeting the needs of online platforms that need to settle money between their users. Founded in 2008, it provides everything an online marketplace or cloud software provider needs to provide integrated payments from within their app while maintaining trust and safety. This includes not just credit card processing, but also complete solutions for managing fraud risk, regulatory compliance, and customer support provided at no extra cost. WePay is venture-backed with more than $74.15 million and was named to the Inc. 500 list in 2015 as 62nd fastest-growing private company in the US."
96068,NetSuite,netsuite.com,,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:Bookkeeping,Enterprise Apps:CRM,Enterprise Apps:Finance and Accounting,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking,IaaS:Compute as a Service","Hotel booking,Digital Insurance,Online real estate brokerage,Travel forums,tour journal,Credit risk assessment","NetSuite donate & discount accounting, ERP & CRM software to help social enterprises expand their impact","NetSuite donate & discount accounting, ERP & CRM software to help social enterprises expand their impact.It started with it's website in 2000 and directly got Series C funding"
98472,Pipeliner CRM,pipelinersales.com,Manufacturing,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:CRM,Enterprise Apps:Marketing,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking","Co living spaces,Hotel booking,Online real estate brokerage,Travel forums,tour journal,Credit risk assessment","Pipeliner CRM, a sales enablement tool for Sales management and salespeople – focusing on pipeline management, sales process and analytics.","Pipeliner CRM is a sales enablement tool focusing on pipeline management, sales processes and analytics designed to empower sales professionals. Pipeliner CRM intelligently cuts through the noise so that you can focus on high value activities all in one place without the need for multiple tools. With an easy to follow visual sales process, profiles and charts, Pipeliner provides a clear pathway through the sales cycles with guidance on the correct actions to take while your buyers are making their way through the sales process, and even helps you identify key contacts within an organization. Access Pipeliner CRM from your desktop, your mobile device, and even offline. Pipeliner also integrates with your current email system so that you don’t have to switch back and forth.   Our customer service will work proactively to implement Pipeliner for your organization. Receive training so that you can get the system up and running quickly and efficiently. We are invested in your success which means our team will be available when a problem arises. We will also work with you to establish goals and proactively engage with you to ensure your milestones are met."
117324,Backpack.io,backpack.io,Financial Services,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:CRM,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Digital Payments,Fintech:KYC,Fintech:Omni Channel Banking,Fintech:Payment Gateway,Fintech:RegTech","Enterprise Collaboration,tour booking,Hotel booking,Online real estate brokerage,Travel forums,tour guide,tour journal,Credit risk assessment,Customer Relationship Management",Backpack delivers a leading All-in- one back office SaaS Platform,"Backpack is a pure b2b SaaS Back-office platform. Backpack has the largest range of features in the market today and the trust of its participants to accurately process all back and front office activities. Backpack and each of its modules can be easily and efficiently integrated to meet the specific operational needs of retail brokers, fund managers, robo - advisory and wealth management companies, unlocking the most powerful platform at no development cost needed:  * CRM tailored for financial services * Compliance Solution ( KYC, AML) * Payment Aggregators * Marketing Software & API Marketing * 360 Reporting & BI"
167623,vivirhub,vivirhub.com,Retail,,Fintech,Digital Banking,Customer Relationship Management,"Augmented Reality & Virtual Reality (AR/VR):Virtual Reality,Consumer Apps:Online retail,Enterprise Apps:Collaboration,Enterprise Apps:Content Distribution,Enterprise Apps:Content Marketing,Enterprise Apps:CRM,Enterprise Apps:Marketing,Enterprise Apps:Project Management,Enterprise Apps:SalesForce Automation,Enterprise Apps:Social Media,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Digital Payments,Fintech:Mobile wallets,Fintech:Omni Channel Banking","cognitive computing,Co living spaces,Enterprise Collaboration,Hotel booking,Online real estate brokerage,Travel forums,tour journal,AI in Supply Chain,Credit scoring,Credit risk assessment,Peer-to-Peer lending",Vivirhub provide on-demand software development service for startups and large companies with flexible pay-as-you go payment options.,"DaaS - Developers-as-a-Service is a new way to solve all your IT needs. We are teams of 50+ experienced elite developers, designers, Managers, Business Analysts and QAs to cater your software development needs.We are ready to help you to convert your ideas in to running online business.    We build highly affordable Custom Software for startups and large companies. By using our extensive industry experience and knowledge, we create custom solutions that connect employees with each other and companies with their customers. We are one stop solution for your all digital needs."
206037,CloudAlp Technologies,cloudalp.com,,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:CRM,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking","Hotel booking,Online real estate brokerage,Travel forums,tour journal,Credit risk assessment",Quality NetSuite Consulting Services.,"They at CloudAlp help NetSuite partners and customers to accomplish their goals. They are a leading NetSuite offshore services provider. Their solutions will ensure improved business processes, reduced operating expenses and faster ROI. They deploy strongly motivated and high performing teams to stay ahead in your business and strongly compete with your competitors.   They offer a complete Suite of integrated NetSuite SuiteCommerce solutions to deliver personalized, omni-channel and superior connected web stores. They make your online store vibrant, dynamic and unique to your business. They customize your web store to be highly flexible, superior interactivity yet optimized."
209783,"Redtail Technology, Inc.",corporate.redtailtechnology.com,,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:Collaboration,Enterprise Apps:Content Management,Enterprise Apps:CRM,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking","cognitive computing,Hotel booking,Online real estate brokerage,Travel forums,tour journal,AI in HR,Credit risk assessment","Redtail Technology, Inc. is the leader in Web-Based Client Relationship Management solutions for the Financial Advisor.",
31659,"AppliedApps, Inc.",appliedapps.info,Financial Services,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:Call Centre,Enterprise Apps:CRM,Enterprise Apps:Customer Service Managament,Enterprise Apps:Lead Generation,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking","Hotel booking,Online real estate brokerage,Travel forums,tour journal,ABM Software","Mortgage FinTech for customer acquisition, retention and fulfillment platform, a $ 54 B industry","An experienced team of senior mortgage and tech industry professionals seek a third round of funding of $ 3.0 MM (US) for final development and deployment of a mortgage finapp, “LedgerBox”, with an anticipated roll out in Q1, 2017.  The management team are serial entrepreneurs who have worked together for 3 decades, positioning start-ups or maturing companies for exits.  They have participated in the development of mortgage financial applications including processing, pricing, automated underwriting and CRM platforms.  Operating under a development and deployment agreement with an established tech company providing innovative enterprise solutions to companies such as Coca-Cola, Eli Lilly, FedEx, Raytheon, Warner Bros, and the Library of Congress and others, Version 1.0 of LedgerBox is nearing completion.  Debt and convertible debentures have been utilized to finance the development of the application.  We seek capital partners for final development and deployment, to build our delivery and support channels and finance the continued versioning of LedgerBox.  There is no known integrated single platform competitor to LedgerBox."
307327,Soft4Leasing,soft4leasing.com,,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:Bookkeeping,Enterprise Apps:CRM,Enterprise Apps:Finance and Accounting,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking","Hotel booking,Digital Insurance,Online real estate brokerage,Travel forums,tour journal,Credit risk assessment","Soft4Leasing is used for asset, finance and leasing.","SOFT4 counts more than 15 years of business software design and development intended for the world's rental, leasing, and distribution markets.  SOFT4 brand covers 3 main solutions: SOFT4Leasing, SOFT4RealEstate, and SOFT4Inventory. All solutions are built on Microsoft Dynamics NAV platform and integrated with financial accounting and reporting tools."
351998,"Redtail Technology, Inc.",redtailtechnology.com,,,Fintech,Digital Banking,Customer Relationship Management,"Enterprise Apps:Collaboration,Enterprise Apps:Content Management,Enterprise Apps:CRM,Enterprise Apps:SalesForce Automation,Fintech:Customer relationship management,Fintech:Digital Banking,Fintech:Omni Channel Banking","cognitive computing,Hotel booking,Online real estate brokerage,Travel forums,tour journal,AI in HR,Credit risk assessment","Redtail Technology, Inc. is the leader in Web-Based Client Relationship Management solutions for the Financial Advisor.",
